user_id,locale,birthyear,gender,joinedAt,location,timezone
167,fr_FR,,male,2012-04-23 22:34:07.837,,-240.0
168,en_US,,male,2012-04-23 22:37:30.653,,330.0
169,en_US,,male,2012-04-23 22:39:56.231,,-240.0
170,en_US,,female,2012-04-23 22:39:58.741,,-240.0
171,en_US,,male,2012-04-24 00:34:53.191,,-240.0
172,en_US,,male,2012-04-24 00:35:39.687,,-240.0
173,en_US,,male,2012-04-24 01:04:24.523,,-180.0
174,es_LA,,female,2012-04-24 01:05:06.390,,-300.0
175,en_US,,female,2012-04-24 01:07:41.685,,-210.0
176,en_GB,,female,2012-04-24 01:35:30.708,,-420.0
177,en_US,,female,2012-04-24 02:12:22.584,,-240.0
178,en_US,,male,2012-04-24 02:17:11.669,,-300.0
179,en_US,,female,2012-04-24 04:10:27.233,,-240.0
180,pl_PL,,male,2012-04-24 04:20:25.273,,-240.0
181,es_LA,,female,2012-04-24 04:49:42.263,,-240.0
182,en_US,,female,2012-04-24 05:38:01.672,,330.0
183,en_GB,1991.0,male,2012-04-24 12:44:40.823,,-420.0
184,hr_HR,,male,2012-04-24 13:43:41.998,,-240.0
185,en_US,,female,2012-04-24 14:36:50.531,,-300.0
186,en_US,,male,2012-04-24 14:43:36.506,,330.0
187,es_LA,,male,2012-04-24 14:56:12.890,,-300.0
188,en_US,,female,2012-04-24 15:13:41.202,,-240.0
189,tr_TR,,male,2012-04-24 15:37:23.084,,-420.0
190,en_US,,female,2012-04-24 16:24:18.294,,-240.0
191,en_US,,female,2012-04-24 21:00:37.288,,
192,en_US,,male,2012-04-24 22:22:11.607,,-240.0
193,en_US,,male,2012-04-24 22:51:00.493,,-240.0
194,en_US,1987.0,female,2012-04-24 23:02:31.222,,-480.0
195,en_US,,female,2012-04-24 23:16:14.920,,-240.0
196,en_US,1971.0,male,2012-04-24 23:58:25.778,San Francisco  California,-420.0
197,en_GB,,female,2012-04-25 00:58:07.710,,-240.0
198,en_US,,female,2012-04-25 01:21:53.061,,-240.0
199,en_US,,female,2012-04-25 01:27:54.531,,-240.0
200,en_GB,,female,2012-04-25 01:58:22.564,,-240.0
201,en_US,,male,2012-04-25 01:59:28.499,,-240.0
202,en_US,,female,2012-04-25 02:08:04.972,,-420.0
203,en_US,,male,2012-04-25 02:11:52.578,,-240.0
204,en_US,1992.0,male,2012-04-25 02:13:56.405,,-240.0
205,en_US,,male,2012-04-25 02:25:44.752,,-240.0
206,en_US,,male,2012-04-25 02:32:08.857,,-240.0
207,en_US,,male,2012-04-25 03:05:35.877,,-240.0
208,en_US,,male,2012-04-25 03:17:27.581,,-240.0
209,pt_BR,,female,2012-04-25 03:18:51.774,,-420.0
210,en_US,,female,2012-04-25 03:41:05.403,,-240.0
211,tr_TR,,male,2012-04-25 03:52:31.844,,-240.0
212,en_US,,female,2012-04-25 04:02:07.878,,-240.0
213,en_US,,male,2012-04-25 05:17:36.619,,-240.0
214,en_US,,male,2012-04-25 07:46:55.227,,-240.0
215,en_US,,male,2012-04-25 10:12:47.535,,-300.0
216,en_US,,female,2012-04-25 11:39:35.653,,300.0
217,en_US,,male,2012-04-25 11:50:47.624,,-240.0
218,en_US,,female,2012-04-25 15:11:48.542,,-240.0
219,en_GB,,female,2012-04-25 15:35:02.288,,270.0
220,en_US,,female,2012-04-25 17:21:59.202,,480.0
221,pl_PL,,female,2012-04-25 19:06:34.560,,-240.0
222,en_US,,male,2012-04-25 19:09:51.785,,-360.0
223,en_US,1993.0,male,2012-04-25 20:41:55.340,,-300.0
224,en_US,,male,2012-04-25 20:43:01.231,,-240.0
225,es_LA,,male,2012-04-25 21:17:19.836,,-240.0
226,en_US,,male,2012-04-25 21:45:08.543,,-300.0
227,en_US,,female,2012-04-25 22:35:22.008,,-420.0
228,en_US,,female,2012-04-25 23:03:05.554,,-240.0
229,en_US,,male,2012-04-25 23:12:39.445,,-300.0
230,es_LA,,female,2012-04-25 23:22:43.759,,-240.0
231,en_US,,female,2012-04-26 00:31:30.028,,-300.0
232,en_GB,,female,2012-04-26 01:00:56.867,,-240.0
233,hu_HU,,female,2012-04-26 01:01:01.528,,-240.0
234,en_US,,male,2012-04-26 01:57:09.257,,-240.0
235,es_LA,,male,2012-04-26 03:08:01.266,,-300.0
236,en_US,,male,2012-04-26 04:26:50.108,,-240.0
237,en_US,,female,2012-04-26 06:45:53.587,,-240.0
238,fa_IR,,male,2012-04-26 09:46:03.073,,270.0
239,en_US,,female,2012-04-26 13:41:07.536,,-240.0
240,en_US,,male,2012-04-26 15:28:12.390,,-240.0
241,en_US,,female,2012-04-26 15:39:18.494,,-240.0
242,en_US,,female,2012-04-26 17:34:35.699,,-240.0
243,hu_HU,,male,2012-04-26 18:49:27.569,Miskolc  Hungary,60.0
244,en_US,,female,2012-04-26 18:49:43.225,,-300.0
245,sq_AL,,male,2012-04-26 19:11:00.395,,120.0
246,en_US,,male,2012-04-26 19:15:22.739,,-300.0
247,en_US,,male,2012-04-26 19:46:13.559,,-240.0
248,en_US,1945.0,male,2012-04-26 22:35:22.138,,-480.0
249,en_US,,female,2012-04-26 22:47:33.318,,-240.0
250,en_US,,male,2012-04-27 01:30:52.819,,-240.0
251,en_US,,female,2012-04-27 04:44:18.131,,-420.0
252,es_LA,,female,2012-04-27 13:35:50.013,,-240.0
253,en_US,,male,2012-04-27 15:39:43.355,,-240.0
254,en_US,1966.0,male,2012-04-27 17:21:25.634,,-480.0
255,en_US,,female,2012-04-27 18:19:35.260,,-240.0
256,en_US,,male,2012-04-27 18:23:37.612,,-240.0
257,en_US,,male,2012-04-27 18:27:00.088,,-240.0
258,en_US,,male,2012-04-27 18:28:15.912,,-240.0
259,en_US,,female,2012-04-27 21:00:58.033,,-240.0
260,en_US,,male,2012-04-27 21:40:22.678,,-240.0
261,en_US,,male,2012-04-27 22:25:54.481,,-240.0
262,es_LA,,male,2012-04-27 22:41:54.190,,-300.0
263,en_US,,female,2012-04-27 22:52:31.492,,-240.0
264,en_US,,male,2012-04-27 22:54:25.315,,-240.0
265,en_US,,male,2012-04-27 23:11:01.996,,-240.0
266,en_US,,female,2012-04-27 23:11:11.456,,-420.0
267,en_US,,female,2012-04-28 00:49:44.640,,-420.0
268,en_US,,female,2012-04-28 00:56:41.989,,-240.0
269,en_US,,female,2012-04-28 02:17:50.989,,-240.0
270,hu_HU,,male,2012-04-28 03:26:31.256,,-300.0
271,en_US,,male,2012-04-28 03:35:16.272,,-240.0
272,en_US,,male,2012-04-28 07:16:29.807,,-240.0
273,fr_FR,,male,2012-04-28 07:50:24.906,,120.0
274,zh_CN,,male,2012-04-28 07:55:34.018,,480.0
275,en_US,,female,2012-04-28 08:02:09.667,,-240.0
276,sq_AL,,male,2012-04-28 08:49:11.680,,120.0
277,en_US,,female,2012-04-28 13:33:32.070,,-240.0
278,en_US,,female,2012-04-28 13:44:27.677,,120.0
279,en_US,,male,2012-04-28 14:30:08.735,,-240.0
280,en_US,,male,2012-04-28 16:57:33.258,,-240.0
281,en_US,,female,2012-04-28 17:11:56.038,,-240.0
282,en_US,,male,2012-04-28 18:35:58.768,,-240.0
283,en_GB,,male,2012-04-28 20:11:42.676,,-240.0
284,en_US,,male,2012-04-28 20:31:49.622,,-240.0
285,en_US,,male,2012-04-28 20:42:56.932,,-240.0
286,en_US,,male,2012-04-28 21:29:26.400,,-240.0
287,en_US,,female,2012-04-28 22:27:11.900,,-240.0
288,en_US,,female,2012-04-28 22:54:56.227,,-240.0
289,en_US,1982.0,male,2012-04-28 23:48:59.142,,-300.0
290,en_US,,female,2012-04-29 00:21:19.408,,-240.0
291,en_US,,male,2012-04-29 00:40:57.636,,-300.0
292,pt_PT,,female,2012-04-29 00:45:30.472,,60.0
293,en_US,,male,2012-04-29 01:24:24.975,,-240.0
294,en_US,,female,2012-04-29 02:04:55.063,,-240.0
295,en_US,,male,2012-04-29 02:13:47.881,,-240.0
296,en_GB,,male,2012-04-29 02:28:47.231,,-240.0
297,en_US,,male,2012-04-29 02:38:56.193,,-240.0
298,en_US,1984.0,male,2012-04-29 02:53:38.395,,-240.0
299,en_US,,female,2012-04-29 03:05:22.962,,-240.0
300,en_US,,female,2012-04-29 03:32:00.276,,-240.0
301,zh_CN,,female,2012-04-29 03:47:19.321,,-240.0
302,en_US,,male,2012-04-29 03:54:39.314,,-240.0
303,it_IT,,female,2012-04-29 04:00:56.121,,150.0
304,en_US,,female,2012-04-29 04:04:53.755,,-240.0
305,en_US,,female,2012-04-29 04:47:46.018,,-240.0
306,el_GR,,male,2012-04-29 06:14:21.133,,180.0
307,en_US,,male,2012-04-29 06:29:03.636,,-240.0
308,en_US,,female,2012-04-29 07:44:44.838,,-240.0
309,en_US,,male,2012-04-29 12:01:37.118,,-240.0
310,en_US,,male,2012-04-29 12:41:13.889,,-240.0
311,en_US,,male,2012-04-29 13:07:34.945,,-240.0
312,en_US,,female,2012-04-29 16:27:50.733,,-150.0
313,en_GB,,male,2012-04-29 19:23:06.757,,-240.0
314,en_US,,male,2012-04-29 21:32:21.421,,-240.0
315,en_US,,female,2012-04-29 22:09:40.671,,-240.0
316,en_US,,female,2012-04-29 22:36:46.760,,-240.0
317,en_US,,male,2012-04-29 22:57:15.896,,-240.0
318,en_US,,female,2012-04-29 23:40:35.716,,120.0
319,en_US,,male,2012-04-29 23:47:43.942,,270.0
320,en_US,,female,2012-04-29 23:50:31.418,,-240.0
321,en_GB,,male,2012-04-30 02:04:06.930,,-240.0
322,en_US,,female,2012-04-30 02:50:11.019,,-240.0
323,en_US,1980.0,female,2012-04-30 03:11:39.310,,-240.0
324,en_US,,male,2012-04-30 03:25:51.709,,-240.0
325,en_US,,female,2012-04-30 04:20:30.486,,-300.0
326,en_US,,male,2012-04-30 13:43:30.843,,-240.0
327,sv_SE,,male,2012-04-30 15:06:22.308,,120.0
328,en_US,,female,2012-04-30 17:13:11.303,,-240.0
329,en_US,,male,2012-04-30 18:00:58.236,,-240.0
330,en_US,1987.0,female,2012-04-30 19:40:11.977,,-240.0
331,en_US,,female,2012-04-30 19:47:50.432,,-240.0
332,en_US,,female,2012-04-30 19:58:37.403,,-240.0
333,en_US,,female,2012-04-30 20:19:52.638,,-240.0
334,el_GR,,female,2012-04-30 20:48:34.321,,-240.0
335,en_US,,male,2012-04-30 21:20:06.185,,-240.0
336,en_GB,,male,2012-04-30 21:39:38.271,,-240.0
337,hu_HU,,female,2012-04-30 21:59:50.292,,-240.0
338,en_US,1994.0,male,2012-04-30 22:04:58.548,,-240.0
339,en_US,,male,2012-04-30 22:56:44.798,,-240.0
340,en_US,,female,2012-04-30 23:29:45.716,,-240.0
341,en_US,,female,2012-04-30 23:37:26.683,,-240.0
342,en_US,,female,2012-04-30 23:41:57.073,,-300.0
343,en_US,,female,2012-04-30 23:48:21.318,,-420.0
344,en_US,,male,2012-05-01 00:06:42.392,,-240.0
345,en_US,,female,2012-05-01 00:08:35.183,,-240.0
346,en_US,,male,2012-05-01 00:08:44.863,,-240.0
347,en_US,,female,2012-05-01 00:13:26.081,,480.0
348,es_ES,,female,2012-05-01 00:16:12.666,,-240.0
349,en_US,,female,2012-05-01 00:19:34.786,,-240.0
350,en_US,,female,2012-05-01 00:27:46.312,,-240.0
351,en_GB,,male,2012-05-01 00:29:21.831,,-240.0
352,en_US,,female,2012-05-01 01:14:49.057,,-240.0
353,en_US,,female,2012-05-01 01:40:03.465,,-240.0
354,en_US,,female,2012-05-01 01:44:13.913,,-240.0
355,es_ES,,female,2012-05-01 02:00:21.597,,-360.0
356,en_US,1986.0,male,2012-05-01 02:18:02.192,,-240.0
357,en_US,,male,2012-05-01 02:25:24.093,,-240.0
358,en_US,,male,2012-05-01 02:28:25.240,,-240.0
359,en_US,,male,2012-05-01 02:30:54.714,,-240.0
360,en_US,,female,2012-05-01 02:33:40.051,,-240.0
361,en_US,,female,2012-05-01 03:05:43.772,,-240.0
362,en_US,1990.0,female,2012-05-01 03:07:24.834,,-240.0
363,en_US,,female,2012-05-01 03:10:25.106,,90.0
364,en_US,,male,2012-05-01 03:19:40.932,,-240.0
365,en_US,,female,2012-05-01 03:30:24.868,,-240.0
366,en_US,,male,2012-05-01 03:54:42.752,,-240.0
367,en_US,1989.0,male,2012-05-01 03:58:50.459,,-240.0
368,en_US,,female,2012-05-01 03:59:15.622,,-240.0
369,en_US,,male,2012-05-01 04:20:57.633,,-240.0
370,en_US,,female,2012-05-01 04:40:49.859,,-240.0
371,en_US,,female,2012-05-01 04:45:38.933,,480.0
372,ro_RO,,male,2012-05-01 04:54:39.039,,180.0
373,en_US,,female,2012-05-01 05:08:01.009,,-240.0
374,en_US,,male,2012-05-01 05:11:36.900,,-360.0
375,en_US,,male,2012-05-01 05:32:11.148,,-240.0
376,en_US,,male,2012-05-01 06:02:06.919,,-300.0
377,en_GB,,female,2012-05-01 06:10:03.187,,-240.0
378,en_US,,male,2012-05-01 06:17:26.623,,-240.0
379,en_US,,male,2012-05-01 06:36:57.085,,120.0
380,es_LA,,male,2012-05-01 07:12:34.943,,-300.0
381,en_US,,female,2012-05-01 07:20:47.211,,480.0
382,en_US,,male,2012-05-01 07:29:41.503,,-240.0
383,en_GB,,male,2012-05-01 07:34:04.824,,180.0
384,en_US,,male,2012-05-01 08:31:46.415,,330.0
385,en_US,,male,2012-05-01 08:44:07.130,,-240.0
386,en_US,,female,2012-05-01 11:01:52.793,,-240.0
387,en_US,,male,2012-05-01 11:35:58.726,,120.0
388,en_US,,male,2012-05-01 12:00:10.925,,180.0
389,en_US,,male,2012-05-01 12:25:07.630,,-240.0
390,en_US,,male,2012-05-01 13:37:56.370,,330.0
391,en_US,,female,2012-05-01 13:56:42.674,,480.0
392,es_LA,,female,2012-05-01 14:20:49.009,,120.0
393,en_US,,female,2012-05-01 15:00:42.079,,-240.0
394,en_US,,female,2012-05-01 15:08:04.130,,-240.0
395,en_US,,female,2012-05-01 15:14:40.632,,-240.0
396,en_US,,male,2012-05-01 15:45:24.760,,330.0
397,en_US,,male,2012-05-01 15:55:26.096,,-240.0
398,en_US,,male,2012-05-01 15:56:34.073,,-180.0
399,fr_FR,,female,2012-05-01 16:15:59.590,,-300.0
400,en_US,,male,2012-05-01 16:22:23.326,,-240.0
401,en_GB,,male,2012-05-01 16:59:10.671,,180.0
402,tr_TR,,male,2012-05-01 17:11:44.344,,-240.0
403,en_US,,male,2012-05-01 17:14:01.434,,-240.0
404,es_LA,,female,2012-05-01 17:48:28.744,,-240.0
405,en_US,,female,2012-05-01 18:30:13.159,,-240.0
406,en_GB,,female,2012-05-01 18:35:49.587,,-240.0
407,en_US,,female,2012-05-01 18:46:02.592,,-240.0
408,en_US,,male,2012-05-01 19:18:11.128,,-240.0
409,en_US,,female,2012-05-01 19:20:19.555,,-240.0
410,en_US,1967.0,male,2012-05-01 20:00:21.587,,-480.0
411,ar_AR,,male,2012-05-01 20:31:18.063,,-240.0
412,en_US,,female,2012-05-01 20:51:45.072,,-240.0
413,en_US,,male,2012-05-01 21:03:04.264,,-240.0
414,en_US,,female,2012-05-01 21:19:53.362,,-240.0
415,es_LA,,male,2012-05-01 21:32:30.553,,-270.0
416,en_US,,male,2012-05-01 21:40:00.649,,-240.0
417,en_US,,male,2012-05-01 21:46:04.795,,-240.0
418,en_US,,male,2012-05-01 21:53:24.597,,-240.0
419,en_US,,female,2012-05-01 21:55:06.571,,-180.0
420,en_US,,female,2012-05-01 22:04:45.189,,-240.0
421,en_US,,female,2012-05-01 22:41:02.563,,-420.0
422,en_US,,male,2012-05-01 22:50:02.424,,-420.0
423,en_US,,female,2012-05-01 22:57:28.472,,-240.0
424,en_US,,female,2012-05-01 23:08:15.002,,-240.0
425,en_US,,male,2012-05-01 23:40:30.229,,-300.0
426,en_US,,female,2012-05-01 23:40:57.075,,-240.0
427,en_US,,male,2012-05-01 23:42:44.899,,-240.0
428,en_US,,,2012-05-01 23:46:26.714,,-240.0
429,en_US,,female,2012-05-01 23:47:41.530,,-240.0
430,hu_HU,,male,2012-05-01 23:51:25.822,,-240.0
431,en_US,,female,2012-05-01 23:59:28.615,,-240.0
432,es_LA,,female,2012-05-02 00:00:15.152,,-360.0
433,en_US,,male,2012-05-02 00:16:14.535,,-240.0
434,en_US,,male,2012-05-02 00:34:14.072,,-240.0
435,en_US,,female,2012-05-02 00:42:15.607,,-240.0
436,en_US,,female,2012-05-02 01:55:31.436,,-240.0
437,en_US,,male,2012-05-02 02:19:17.652,,330.0
438,en_US,,male,2012-05-02 02:20:43.949,,-420.0
439,en_US,,female,2012-05-02 02:21:22.680,,-240.0
440,en_US,,female,2012-05-02 02:25:38.361,,-240.0
441,en_US,,male,2012-05-02 02:52:44.810,,-240.0
442,en_US,1984.0,male,2012-05-02 02:52:48.171,,-240.0
443,en_US,,male,2012-05-02 03:18:00.438,,-240.0
444,en_GB,,female,2012-05-02 03:37:16.847,,-240.0
445,en_US,,male,2012-05-02 03:43:47.303,,-240.0
446,en_US,,female,2012-05-02 03:44:33.469,,-240.0
447,en_US,,male,2012-05-02 03:49:06.495,,-240.0
448,en_US,,female,2012-05-02 03:53:47.662,,-240.0
449,sq_AL,,female,2012-05-02 04:15:52.876,,-240.0
450,en_US,,male,2012-05-02 04:19:16.897,,-300.0
451,en_US,,female,2012-05-02 04:39:37.763,,-240.0
