user,event,invited,timestamp,interested,not_interested
12533,1409630,0,2012-10-17 09:48:41.931,1,0
12533,1445744,0,2012-10-17 09:46:36.627,0,0
13948,1652903,0,2012-10-24 09:20:31.970,0,0
13948,1529951,0,2012-10-24 09:20:31.970,0,0
13948,1559288,0,2012-10-24 09:20:31.970,0,0
13948,1649533,0,2012-10-24 09:20:31.970,1,0
13948,1608013,0,2012-10-24 09:20:31.970,0,0
13948,1663652,0,2012-10-24 09:20:31.970,0,0
13948,1520374,0,2012-10-24 09:32:17.232,1,0
15712,1661988,0,2012-10-27 04:17:07.035,0,0
15712,1711055,0,2012-10-27 04:17:07.035,1,0
15712,1610086,0,2012-10-27 04:17:07.035,0,0
15712,1724046,0,2012-10-27 04:17:07.035,0,0
3138,994197,0,2012-09-22 03:30:13.934,1,0
3138,974595,0,2012-09-22 03:29:59.289,1,0
3138,967162,0,2012-09-22 03:29:32.070,0,0
3138,965505,0,2012-09-22 03:29:32.070,0,0
3138,976436,0,2012-09-22 03:29:32.070,0,0
3138,966898,0,2012-09-22 03:29:32.070,0,0
3138,970456,0,2012-09-22 03:29:32.070,0,0
3138,986146,0,2012-09-22 03:29:32.070,1,0
3138,946591,0,2012-09-22 03:29:43.147,1,0
3138,974483,0,2012-09-22 03:29:55.262,1,0
21833,2000280,0,2012-11-07 06:43:23.361,0,0
21833,2004696,0,2012-11-07 06:43:23.361,0,0
21833,1787515,0,2012-10-30 10:52:10.989,0,0
21833,1787355,0,2012-10-30 10:52:10.989,0,0
21833,1744154,0,2012-10-30 10:52:10.989,1,0
21833,1699348,0,2012-10-30 10:52:10.989,0,0
21833,1987301,0,2012-11-07 06:43:23.361,0,0
21833,1921166,0,2012-11-07 06:43:23.361,1,0
21833,1953327,0,2012-11-07 06:43:23.361,0,0
21833,1818305,0,2012-10-30 10:52:10.989,0,0
21833,1920700,0,2012-11-07 06:43:23.361,0,0
21833,1802562,0,2012-10-30 10:52:10.989,0,0
16003,1621866,0,2012-10-27 09:23:12.675,1,0
16003,1709805,1,2012-10-27 09:23:12.675,0,0
16003,1699601,0,2012-10-27 09:23:12.675,0,0
16003,1709580,0,2012-10-27 09:23:12.675,0,0
16003,1691086,0,2012-10-27 09:23:12.675,0,0
16003,1677856,0,2012-10-27 09:23:12.675,0,0
5419,1103378,0,2012-09-27 18:34:58.519,0,0
5419,1019656,0,2012-09-27 18:34:58.519,1,0
5419,1068447,0,2012-09-27 18:34:58.519,0,0
5419,1110227,0,2012-09-27 18:34:58.519,0,0
5419,1063250,0,2012-09-27 18:34:58.519,0,0
5419,1116753,1,2012-09-27 18:34:58.519,0,0
9927,1141304,0,2012-10-04 05:36:32.651,0,0
9927,1156670,0,2012-10-04 05:36:32.651,1,0
9927,1164809,0,2012-10-04 05:36:32.651,0,0
9927,1217094,0,2012-10-04 05:36:32.651,0,0
9927,1182052,0,2012-10-04 05:36:32.651,0,0
9927,1566551,0,2012-10-04 05:36:37.250,1,0
9927,2352536,0,2012-10-04 05:36:33.683,1,0
9927,1157449,0,2012-10-04 05:36:32.651,0,0
9927,1184938,0,2012-10-04 05:36:34.713,1,0
8164,1126280,0,2012-10-01 10:48:53.967,0,0
8164,1136572,0,2012-10-01 10:48:53.967,0,0
8164,1136707,0,2012-10-01 10:48:53.967,0,0
8164,1132846,0,2012-10-01 10:48:53.967,0,0
8164,1109124,0,2012-10-01 10:48:53.967,1,0
8164,1112990,0,2012-10-01 10:48:53.967,0,0
35041,2330424,0,2012-11-19 19:29:24.490,1,0
35041,2329800,0,2012-11-19 19:28:16.788,0,0
35041,2330532,0,2012-11-19 19:28:16.788,0,0
35041,2379284,0,2012-11-19 19:28:16.788,0,0
35041,2356843,0,2012-11-19 19:29:02.340,1,0
35041,2330477,0,2012-11-19 19:28:16.788,0,0
35041,2294717,0,2012-11-19 19:28:16.788,1,0
35041,2309921,0,2012-11-19 19:28:30.868,1,0
35041,2321113,0,2012-11-19 19:28:16.788,0,0
24923,1750446,0,2012-10-31 10:36:52.835,0,0
24923,,1,2012-10-31 10:36:52.835,0,0
24923,,0,2012-10-31 10:36:52.835,0,0
24923,1719571,1,2012-10-31 10:36:52.835,0,0
24923,1719980,1,2012-10-31 10:36:52.835,0,0
24923,1766504,0,2012-10-31 10:36:52.835,1,0
24923,1766225,1,2012-10-31 10:36:57.882,1,0
6042,1056743,1,2012-09-24 21:01:57.399,1,0
6042,1025701,1,2012-09-24 21:01:57.399,0,0
6042,1014106,0,2012-09-24 21:01:57.399,0,0
6042,1049896,0,2012-09-24 21:01:57.399,0,0
6042,1018650,0,2012-09-24 21:01:57.399,0,0
6042,1028209,0,2012-09-24 21:01:57.399,0,0
16318,1652955,0,2012-10-27 13:55:17.231,1,0
16318,1688327,0,2012-10-27 13:55:34.921,1,0
16318,1673298,0,2012-10-27 13:55:17.231,0,0
16318,,0,2012-10-27 13:55:17.231,0,0
16318,1641898,0,2012-10-27 13:55:17.231,0,0
16318,1678556,0,2012-10-27 13:55:17.231,0,0
16318,1723132,0,2012-10-27 13:55:17.231,0,0
34784,,0,2012-11-18 22:32:08.813,0,1
34784,2278619,0,2012-11-18 22:28:56.885,0,0
34784,2277923,0,2012-11-18 22:28:56.885,0,0
34784,2302237,0,2012-11-18 22:28:56.885,0,0
34784,2341872,0,2012-11-18 22:28:56.885,0,0
34784,2318096,0,2012-11-18 22:28:56.885,0,0
34784,2178067,0,2012-11-18 22:28:56.885,1,0
2921,1539439,0,2012-10-23 14:20:30.828,0,0
2921,1667288,0,2012-10-23 14:20:30.828,0,0
2921,790537,1,2012-09-05 20:17:06.392,0,0
2921,773003,1,2012-09-05 20:17:06.392,0,0
2921,1563382,0,2012-10-23 14:20:30.828,0,0
2921,772798,1,2012-09-05 20:17:06.392,0,0
2921,778841,0,2012-09-05 20:17:06.392,0,0
2921,1515740,0,2012-10-23 14:20:30.828,1,0
2921,789153,0,2012-09-05 20:17:06.392,1,0
2921,1607563,0,2012-10-23 14:20:30.828,0,0
2921,1574911,0,2012-10-23 14:20:30.828,0,0
2921,789774,0,2012-09-05 20:17:06.392,0,0
16209,1883082,0,2012-11-05 18:17:12.016,0,0
16209,1689201,0,2012-10-27 12:43:14.483,0,0
16209,1659205,0,2012-10-27 12:43:14.483,0,0
16209,1719031,0,2012-10-27 12:43:14.483,0,0
16209,1668786,0,2012-10-27 12:43:14.483,1,0
16209,1900910,0,2012-11-05 18:17:12.016,0,0
16209,1873543,0,2012-11-05 18:17:12.016,0,0
16209,1871854,0,2012-11-05 18:17:12.016,0,0
16209,1688327,0,2012-10-27 12:43:14.483,0,0
16209,1903295,0,2012-11-05 18:17:12.016,0,0
16209,1652955,0,2012-10-27 12:43:30.392,1,0
16209,1903548,0,2012-11-05 18:17:12.016,1,0
16209,1700731,0,2012-10-27 12:43:14.483,0,0
17964,1694520,0,2012-10-28 12:04:28.645,0,0
17964,1642125,0,2012-10-28 12:04:28.645,1,0
17964,1674527,0,2012-10-28 12:26:28.759,1,0
17964,1695455,0,2012-10-28 12:04:28.645,0,0
17964,1716758,0,2012-10-28 12:04:28.645,0,0
17964,1718134,0,2012-10-28 12:04:28.645,0,0
17964,1719319,0,2012-10-28 12:04:28.645,0,0
4863,842949,1,2012-09-13 01:01:09.762,0,0
4863,837246,0,2012-09-13 01:01:09.762,0,0
4863,852187,1,2012-09-13 01:01:09.762,0,0
4863,859914,1,2012-09-13 01:01:09.762,0,0
4863,882423,1,2012-09-13 01:01:09.762,0,0
4863,833312,0,2012-09-13 01:01:09.762,1,0
25407,2007879,0,2012-11-09 02:45:05.744,0,0
25407,1911552,0,2012-11-09 02:45:05.744,0,0
25407,2028991,0,2012-11-09 02:45:05.744,0,0
25407,2021692,0,2012-11-09 02:45:05.744,0,0
25407,1986982,0,2012-11-09 02:45:05.744,0,0
25407,1959561,0,2012-11-09 02:45:05.744,1,0
13659,1613425,0,2012-10-23 03:49:23.651,0,0
13659,1671538,0,2012-10-23 03:49:23.651,0,0
13659,1587026,0,2012-10-23 03:49:23.651,1,0
13659,1566432,0,2012-10-23 03:49:23.651,0,0
13659,1566551,0,2012-10-23 03:49:23.651,0,0
13659,1540423,0,2012-10-23 03:49:23.651,0,0
7768,1113747,0,2012-09-30 13:54:45.204,0,0
7768,1148770,0,2012-09-30 13:54:45.204,0,0
7768,1156283,0,2012-09-30 13:54:45.204,1,0
7768,1150539,0,2012-09-30 13:54:45.204,0,0
10461,2352536,0,2012-10-05 10:46:02.947,1,0
10461,1164809,0,2012-10-05 10:46:02.947,0,0
10461,1184938,0,2012-10-05 10:46:09.025,1,0
10461,1182052,0,2012-10-05 10:46:08.002,1,0
10461,1566551,0,2012-10-05 10:46:07.500,1,0
10461,1184579,0,2012-10-05 10:46:05.475,1,0
10461,1170584,0,2012-10-05 10:46:02.947,0,0
10461,1187001,0,2012-10-05 10:46:02.947,0,0
10461,2352476,0,2012-10-05 10:46:02.947,0,0
10461,1184630,0,2012-10-05 10:46:02.947,0,0
31393,2321963,0,2012-11-17 06:47:02.237,0,0
31393,1995664,0,2012-11-08 01:08:03.221,1,0
31393,2003823,0,2012-11-17 06:47:32.886,1,0
31393,2130162,0,2012-11-17 06:54:25.024,1,0
31393,2071759,0,2012-11-17 06:54:13.335,1,0
31393,2207081,0,2012-11-17 06:50:12.538,1,0
31393,2070884,0,2012-11-17 06:54:10.775,1,0
31393,2069129,0,2012-11-17 06:54:07.739,1,0
31393,2071556,0,2012-11-17 06:53:11.856,1,0
31393,2053354,0,2012-11-17 06:52:43.986,1,0
31393,2062801,0,2012-11-17 06:52:46.062,1,0
31393,2260661,0,2012-11-17 06:47:02.237,0,0
31393,1913302,0,2012-11-08 01:08:03.221,0,0
31393,1926626,0,2012-11-08 01:08:03.221,0,0
31393,1985081,0,2012-11-08 01:08:03.221,0,0
31393,2261389,0,2012-11-17 06:47:02.237,0,0
31393,2124713,0,2012-11-17 06:54:27.059,1,0
31393,2125689,0,2012-11-17 06:54:29.601,1,0
31393,2089317,0,2012-11-17 06:54:39.692,1,0
31393,2128402,0,2012-11-17 06:54:41.731,1,0
31393,2088684,0,2012-11-17 06:54:47.304,1,0
31393,1984738,0,2012-11-17 06:55:47.198,1,0
31393,2004153,0,2012-11-17 06:56:13.895,1,0
31393,2003765,0,2012-11-17 06:56:16.428,1,0
31393,2305848,0,2012-11-17 06:47:02.237,0,0
31393,2320349,0,2012-11-17 06:47:02.237,0,0
31393,2147787,0,2012-11-17 06:47:02.237,1,0
31393,2067773,0,2012-11-17 06:52:50.133,1,0
31393,2073234,0,2012-11-17 06:53:07.308,1,0
15468,1718522,0,2012-10-29 05:37:53.763,0,0
15468,1706850,0,2012-10-29 05:37:53.763,0,0
15468,1685557,0,2012-10-29 05:37:53.763,0,0
15468,1697279,0,2012-10-29 05:37:53.763,0,0
15468,1697250,0,2012-10-29 05:37:53.763,0,0
15468,1694328,0,2012-10-29 05:37:53.763,1,0
15091,1621179,0,2012-10-26 13:35:25.886,0,0
15091,1642599,0,2012-10-26 13:35:25.886,0,0
15091,1685434,0,2012-10-26 13:35:25.886,0,0
15091,1694659,0,2012-10-26 13:35:25.886,0,0
15091,1712123,0,2012-10-26 13:35:25.886,0,0
15091,1600308,0,2012-10-26 13:35:25.886,1,0
17277,1642125,0,2012-10-28 04:16:33.473,1,0
17277,1688327,0,2012-10-28 04:16:33.473,0,0
17277,1660640,0,2012-10-28 04:16:33.473,0,0
17277,1687052,0,2012-10-28 04:16:33.473,0,0
17277,1671205,0,2012-10-28 04:16:33.473,0,0
12268,1368490,0,2012-10-15 14:19:50.223,1,0
12268,,0,2012-10-15 14:19:52.797,1,0
12268,1365948,0,2012-10-15 14:19:48.131,1,0
12268,1404706,0,2012-10-15 14:19:48.131,0,0
12268,1388439,0,2012-10-15 14:19:48.131,0,0
12268,1393115,0,2012-10-15 14:19:48.131,0,0
12268,1393882,0,2012-10-15 14:19:48.131,0,0
4032,666983,0,2012-08-22 17:53:20.579,1,0
4032,661174,0,2012-08-22 17:53:20.579,0,0
4032,695681,0,2012-08-22 17:53:20.579,0,0
4032,656463,0,2012-08-22 17:53:20.579,0,0
4032,681981,0,2012-08-22 17:53:20.579,0,0
4032,682715,0,2012-08-22 17:53:20.579,0,0
13021,1512092,0,2012-10-20 04:35:45.837,0,0
13021,1504306,0,2012-10-20 04:35:45.837,0,0
13021,1481862,1,2012-10-20 04:35:45.837,0,0
13021,1488387,0,2012-10-20 04:35:45.837,0,0
13021,1504296,0,2012-10-20 04:35:45.837,1,0
13021,1503766,1,2012-10-20 04:35:45.837,0,0
9575,1185322,0,2012-10-03 14:21:58.712,0,0
9575,2352536,0,2012-10-03 14:21:58.712,0,0
9575,1164809,0,2012-10-03 14:21:58.712,0,0
9575,1211388,0,2012-10-03 14:21:58.712,0,0
9575,1184938,0,2012-10-03 14:21:58.740,1,0
9575,2352476,0,2012-10-03 14:21:58.712,1,0
9575,1159531,0,2012-10-03 14:21:58.712,0,0
9575,1566551,0,2012-10-03 14:21:58.756,1,0
11275,2352476,0,2012-10-09 10:42:22.163,1,0
11275,2352536,0,2012-10-09 10:39:43.377,0,1
11275,1308828,0,2012-10-09 10:42:24.702,1,0
11275,1298998,0,2012-10-09 10:37:45.607,0,0
11275,1309820,0,2012-10-09 10:42:26.727,1,0
11275,1301337,0,2012-10-09 10:43:18.039,1,0
11275,1307700,0,2012-10-09 10:37:45.607,0,0
11275,1566551,0,2012-10-09 10:37:45.607,1,0
11275,1300218,0,2012-10-09 10:42:23.185,1,0
11275,1333268,0,2012-10-09 10:37:45.607,0,0
29895,1852472,0,2012-11-04 16:04:43.720,0,0
29895,1707375,0,2012-11-04 16:04:43.720,1,0
29895,1874269,0,2012-11-04 16:04:43.720,0,0
29895,1887503,0,2012-11-04 16:04:43.720,0,0
29895,2386651,0,2012-11-04 16:10:29.372,1,0
29895,1865443,0,2012-11-04 16:04:43.720,0,0
29895,1871854,0,2012-11-04 16:04:43.720,0,0
29895,1987301,0,2012-11-04 16:10:07.722,1,0
26498,1827158,0,2012-11-01 00:33:31.510,0,0
26498,1803103,0,2012-11-01 00:33:31.510,0,0
26498,1771446,0,2012-11-01 00:33:31.510,0,0
26498,1836436,0,2012-11-01 00:33:31.510,1,0
26498,1735749,0,2012-11-01 00:33:07.845,0,1
26498,1865108,0,2012-11-01 00:33:31.510,0,0
26498,1864625,0,2012-11-01 00:33:31.510,0,0
15981,1668457,0,2012-10-27 08:53:59.736,1,0
15981,1663305,0,2012-10-27 08:53:55.694,0,0
15981,1663823,0,2012-10-27 08:53:55.694,0,0
15981,,0,2012-10-27 08:53:55.694,1,0
15981,1667932,0,2012-10-27 08:53:55.694,0,0
15981,1655467,0,2012-10-27 08:53:55.694,0,0
15981,1688327,0,2012-10-27 08:53:55.694,0,0
15305,2296206,0,2012-10-26 18:04:55.574,1,0
15305,1679006,0,2012-10-26 18:04:50.018,0,0
15305,1666481,0,2012-10-26 18:04:50.018,0,0
15305,1666814,0,2012-10-26 18:04:50.018,0,0
15305,1717656,0,2012-10-26 18:04:50.018,0,0
15305,1706941,1,2012-10-26 18:04:50.018,0,0
15305,2434362,0,2012-10-26 18:04:50.018,1,0
12201,1566551,0,2012-10-15 02:23:28.147,0,0
12201,2352476,0,2012-10-15 02:23:28.147,1,0
12201,1392548,0,2012-10-15 02:23:28.147,0,0
12201,1407843,0,2012-10-15 02:23:28.147,0,0
12201,2352536,0,2012-10-15 02:23:28.147,0,0
12201,1415348,0,2012-10-15 02:23:28.147,0,0
12551,1429861,0,2012-10-17 12:31:08.999,0,0
12551,1428013,0,2012-10-17 12:31:08.999,1,0
12551,1393603,0,2012-10-17 12:31:08.999,0,0
12551,1392157,0,2012-10-17 12:31:08.999,0,0
12551,1409630,0,2012-10-17 12:31:08.999,0,0
12551,1712562,0,2012-10-17 12:33:29.661,1,0
12551,1482371,0,2012-10-17 12:31:08.999,0,0
12551,1446233,0,2012-10-17 12:32:30.275,1,0
12551,2239717,0,2012-10-17 12:31:46.471,1,0
12551,1679944,0,2012-10-17 12:32:16.699,1,0
28489,1766504,0,2012-11-01 10:30:36.833,1,0
28489,1774090,0,2012-11-01 10:30:36.833,0,0
28489,1850522,0,2012-11-01 10:30:36.833,0,0
28489,,0,2012-11-01 10:30:36.833,0,0
28489,1836307,0,2012-11-01 10:30:36.833,0,0
28489,,0,2012-11-01 10:30:36.833,0,0
28489,1766225,0,2012-11-01 10:31:28.302,1,0
